id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
985_mz3_iin_sirius_1170	C21H28O3	[M + Na]+	Terpenoids	0.8319713473320007	Steroids	0.9059851765632629	Estrane steroids	0.4041258692741394	3-oxo delta-4-steroids	0.5842052698135376	3-oxosteroids	0.4112229645252228	Oxosteroids	0.7285475730895996	Steroids and steroid derivatives	0.9050459265708923	Lipids and lipid-like molecules	0.9110817909240723	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acid esters; Gamma butyrolactones; Carbonyl compounds; 3-oxo delta-4-steroids; Delta-4-steroids; 17-oxosteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1107_mz3_iin_sirius_1318	C30H52O3	[M - H2O + H]+	Terpenoids	0.9975588321685791	Triterpenoids	0.9924733638763428	Dammarane and Protostane triterpenoids	0.4273396134376526	Triterpenoids	0.98590487241745			Triterpenoids	0.98590487241745	Prenol lipids	0.9572537541389465	Lipids and lipid-like molecules	0.9914312362670898	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; 12-hydroxysteroids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
921_mz3_iin_sirius_1091	C26H54O8	[M + Na]+	Fatty acids	0.7167988419532776	Diterpenoids	0.389070063829422	Labdane diterpenoids	0.07897701114416122	Fatty alcohols	0.7455477714538574			Fatty alcohols	0.7455477714538574	Fatty Acyls	0.9193291068077087	Lipids and lipid-like molecules	0.8715929388999939	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Fatty alcohols; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1222_mz3_iin_sirius_1447	C20H30	[M + H]+	Terpenoids	0.9816256761550903	Diterpenoids	0.7242817282676697	Bisabolane sesquiterpenoids	0.21665044128894806	Sesquiterpenoids	0.6593119502067566			Sesquiterpenoids	0.6593119502067566	Prenol lipids	0.9266430139541626	Lipids and lipid-like molecules	0.9582330584526062	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Azulenes; Sesquiterpenoids; Hydrocarbons; Olefins; Cyclic olefins; Unsaturated hydrocarbons; Aromatic hydrocarbons; Chemical entities
1163_mz3_iin_sirius_1380	C30H48O5	[M - H4O2 + H]+	Terpenoids	0.9997263550758362	Triterpenoids	0.999900221824646	Ursane and Taraxastane triterpenoids	0.6281312108039856	Triterpenoids	0.9797050356864929			Triterpenoids	0.9797050356864929	Prenol lipids	0.9521366953849792	Lipids and lipid-like molecules	0.9899227023124695	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; 12-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
986_mz3_iin_sirius_1171	C12H18O	[M - H2O + H]+	Terpenoids	0.8517563939094543	Monoterpenoids	0.24779748916625977	Menthane monoterpenoids	0.36800405383110046	Phenylpropanes	0.6773251891136169			Phenylpropanes	0.6773251891136169	Benzene and substituted derivatives	0.5915438532829285	Benzenoids	0.9409784078598022	Organic compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
734_mz3_iin_sirius_874	C24H32O5	[M + Na]+	Terpenoids	0.9725852608680725	Diterpenoids	0.49724915623664856	Daucane sesquiterpenoids	0.1725333034992218	p-Hydroxybenzoic acid alkyl esters	0.6671316623687744	Benzoic acid esters	0.5936501622200012	Benzoic acids and derivatives	0.6955836415290833	Benzene and substituted derivatives	0.6351290345191956	Benzenoids	0.5675107836723328	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Benzoic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; p-Hydroxybenzoic acid alkyl esters; Chemical entities
1041_mz3_iin_sirius_1249	C21H32O3	[M - H2O + H]+	Fatty acids	0.6952915787696838	Eicosanoids	0.5352581143379211	Prostaglandins	0.7618856430053711	Steroids and steroid derivatives	0.51041179895401					Steroids and steroid derivatives	0.51041179895401	Lipids and lipid-like molecules	0.948916494846344	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
799_mz3_iin_sirius_953	C18H40O5S	[M - H2O + H]+	Fatty acids	0.8765405416488647	Glycerolipids	0.46711233258247375	Monoacylglycerols	0.6518943309783936	Thia fatty acids	0.6278071403503418	Thia fatty acids	0.6278071403503418	Fatty acids and conjugates	0.25514110922813416	Fatty Acyls	0.6244641542434692	Lipids and lipid-like molecules	0.3100130558013916	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Thioethers; Thia fatty acids; Secondary alcohols; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1108_mz3_iin_sirius_1319	C17H34OS	[M - H2O + H]+	Fatty acids	0.9610409140586853	Fatty acyls	0.8078563809394836	Hydrocarbons	0.5683651566505432	Dialkylthioethers	0.8646963834762573			Dialkylthioethers	0.8646963834762573	Thioethers	0.7331278324127197	Organosulfur compounds	0.9972477555274963	Organic compounds; Organosulfur compounds; Thioethers; Sulfenyl compounds; Dialkylthioethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
987_mz3_iin_sirius_1172	C14H22O	[M - H2O + H]+	Terpenoids	0.978785514831543	Sesquiterpenoids	0.8865871429443359	Cadinane sesquiterpenoids	0.24321438372135162	Sesquiterpenoids	0.6032159924507141			Sesquiterpenoids	0.6032159924507141	Prenol lipids	0.6689555644989014	Lipids and lipid-like molecules	0.5745652318000793	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1164_mz3_iin_sirius_1381	C15H20	[M + H]+	Terpenoids	0.9753143191337585	Sesquiterpenoids	0.9597423672676086	Guaiane sesquiterpenoids	0.6394621729850769	Guaianes	0.5885330438613892	Guaianes	0.5885330438613892	Sesquiterpenoids	0.7722213268280029	Prenol lipids	0.8092106580734253	Lipids and lipid-like molecules	0.8573809266090393	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Azulenes; Sesquiterpenoids; Hydrocarbons; Olefins; Cyclic olefins; Guaianes; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Aromatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities
856_mz3_iin_sirius_1022	C30H48O5	[M - H4O2 + H]+	Terpenoids	0.9952200055122375	Triterpenoids	0.9909725189208984	Oleanane triterpenoids	0.6517969369888306	Triterpenoids	0.9477997422218323			Triterpenoids	0.9477997422218323	Prenol lipids	0.9292612075805664	Lipids and lipid-like molecules	0.9902121424674988	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; 12-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
988_mz3_iin_sirius_1174	C13H16O2	[M - H2O + H]+	Terpenoids	0.3092963397502899	Sesquiterpenoids	0.7820172309875488	Cinnamic acids and derivatives	0.7410070896148682	Cinnamic acids	0.5166875123977661			Cinnamic acids	0.5166875123977661	Cinnamic acids and derivatives	0.2699214518070221	Phenylpropanoids and polyketides	0.4644702672958374	Organic compounds; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cinnamic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1223_mz3_iin_sirius_1448	C20H30O	[M + H]+	Terpenoids	0.990342378616333	Apocarotenoids	0.8684599995613098	Apocarotenoids (Î²-)	0.6059573292732239	Retinoids	0.6989238262176514			Retinoids	0.6989238262176514	Prenol lipids	0.9947035908699036	Lipids and lipid-like molecules	0.9988943934440613	Organic compounds; Lipids and lipid-like molecules; Aldehydes; Prenol lipids; Organooxygen compounds; Diterpenoids; Retinoids; Carbonyl compounds; Alpha,beta-unsaturated aldehydes; Enals; Alpha,beta-unsaturated carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
922_mz3_iin_sirius_1092	C21H32O4	[M - H2O + H]+	Fatty acids	0.6877061128616333	Eicosanoids	0.6063043475151062	Prostaglandins	0.7834097146987915	Eicosanoids	0.6008599996566772			Eicosanoids	0.6008599996566772	Fatty Acyls	0.4671742022037506	Lipids and lipid-like molecules	0.7982551455497742	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organooxygen compounds; Eicosanoids; Dialkyl ethers; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; 3-hydroxysteroids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
800_mz3_iin_sirius_954	C24H36O6	[M - H4O2 + H]+	Terpenoids	0.9845545887947083	Steroids	0.9690097570419312	Pregnane steroids	0.8476070761680603	Bile acids, alcohols and derivatives	0.5374241471290588			Bile acids, alcohols and derivatives	0.5374241471290588	Steroids and steroid derivatives	0.9160635471343994	Lipids and lipid-like molecules	0.9870527386665344	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Oxosteroids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Gluco/mineralocorticoids, progestogins and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; 3-hydroxysteroids; 20-oxosteroids; 17-hydroxysteroids; 6-oxosteroids; Cyclic ketones; Pregnane steroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1109_mz3_iin_sirius_1320	C16H38N2O7S	[M - H2O + H]+	Alkaloids	0.07462446391582489	Small peptides	0.29927927255630493	Dipeptides	0.11164125800132751	Peptides	0.62293940782547	Peptides	0.62293940782547	Amino acids, peptides, and analogues	0.9906696081161499	Carboxylic acids and derivatives	0.961577296257019	Organic acids and derivatives	0.9997739195823669	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid derivatives; N-acyl amines; Thioethers; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Alpha amino acids; Amines; Primary amines; Secondary amines; Sulfenyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1042_mz3_iin_sirius_1250	C20H28O3	[M + H]+	Terpenoids	0.9060556292533875	Diterpenoids	0.6153119802474976	Norkaurane diterpenoids	0.20623920857906342	Diterpenoids	0.6650568842887878			Diterpenoids	0.6650568842887878	Prenol lipids	0.7186999320983887	Lipids and lipid-like molecules	0.9324184656143188	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Diterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
670_mz3_iin_sirius_771	C34H62N2O10S	[M - H2O + H]+	Alkaloids	0.27004629373550415	Linear polyketides	0.4564753472805023	Open-chain polyketides	0.3978506624698639	Fatty acyl glycosides	0.5072595477104187			Fatty acyl glycosides	0.5072595477104187	Fatty Acyls	0.860521137714386	Lipids and lipid-like molecules	0.9101060628890991	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Quaternary ammonium salts; Sulfonyls; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1224_mz3_iin_sirius_1449	C20H32O	[M + H]+	Terpenoids	0.45326656103134155	Apocarotenoids	0.3431197702884674	Apocarotenoids (Î²-)	0.08255726099014282	Diterpenoids	0.8307775259017944			Diterpenoids	0.8307775259017944	Prenol lipids	0.8788959383964539	Lipids and lipid-like molecules	0.9817162156105042	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Primary alcohols; Organooxygen compounds; Diterpenoids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
923_mz3_iin_sirius_1093	C24H50O7	[M + Na]+	Fatty acids	0.8997882604598999	Glycerolipids	0.5923911929130554	Monoacylglycerols	0.7204821109771729	Monosaccharides	0.8499120473861694	Monosaccharides	0.8499120473861694	Carbohydrates and carbohydrate conjugates	0.8154122233390808	Organooxygen compounds	0.9999911785125732	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Polyols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
801_mz3_iin_sirius_956	C20H30O2	[M + Na]+	Terpenoids	0.9843462109565735	Diterpenoids	0.6842437386512756	Androstane steroids	0.37935784459114075	Hydroxysteroids	0.5199887752532959			Hydroxysteroids	0.5199887752532959	Steroids and steroid derivatives	0.7093161344528198	Lipids and lipid-like molecules	0.979274332523346	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Oxosteroids; Cyclic alcohols and derivatives; Hydroxysteroids; Tertiary alcohols; Carbonyl compounds; 3-oxosteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1110_mz3_iin_sirius_1321	C23H42O7	[M - H2O + H]+	Terpenoids	0.9716314077377319	Diterpenoids	0.726839005947113	Labdane diterpenoids	0.981099545955658	Fatty acid esters	0.9184227585792542			Fatty acid esters	0.9184227585792542	Fatty Acyls	0.9434294700622559	Lipids and lipid-like molecules	0.968742311000824	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Monosaccharides; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
857_mz3_iin_sirius_1023	C30H48O5	[M - H2O + H]+	Terpenoids	0.9994931221008301	Triterpenoids	0.9998717308044434	Oleanane triterpenoids	0.7324978709220886	Triterpenoids	0.9926778078079224			Triterpenoids	0.9926778078079224	Prenol lipids	0.9721784591674805	Lipids and lipid-like molecules	0.9945511221885681	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Polyols; 12-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1165_mz3_iin_sirius_1383	C34H58O11	[M + H]+	Terpenoids	0.9981914162635803	Triterpenoids	0.6851572394371033	Oleanane triterpenoids	0.1471191644668579	Triterpenoids	0.7446609139442444			Triterpenoids	0.7446609139442444	Prenol lipids	0.9735413789749146	Lipids and lipid-like molecules	0.9819710850715637	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Hexoses; Monosaccharides; Triterpenoids; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; 12-hydroxysteroids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1043_mz3_iin_sirius_1251	C19H30O2	[M - H2O + H]+	Terpenoids	0.9374211430549622	Steroids	0.8691458106040955	Androstane steroids	0.25042593479156494	Oxosteroids	0.6876265406608582			Oxosteroids	0.6876265406608582	Steroids and steroid derivatives	0.6302881240844727	Lipids and lipid-like molecules	0.9947240948677063	Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
735_mz3_iin_sirius_876	C35H68O6S3	[M - H2O + H]+	Fatty acids	0.8196008205413818	Glycerolipids	0.4505224823951721	Wax monoesters	0.15389633178710938	Dicarboxylic acids and derivatives	0.9172863960266113			Dicarboxylic acids and derivatives	0.9172863960266113	Carboxylic acids and derivatives	0.8204922676086426	Organic acids and derivatives	0.9596604704856873	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Thioethers; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
989_mz3_iin_sirius_1175	C33H46O2S	[M + H]+	Terpenoids	0.9964099526405334	Diterpenoids	0.22002190351486206	Flavanones	0.07917456328868866	Styrenes	0.6305056810379028			Styrenes	0.6305056810379028	Benzene and substituted derivatives	0.8741336464881897	Benzenoids	0.9976629018783569	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Styrenes; Phenols; Prenol lipids; Organooxygen compounds; Thioethers; Benzene and substituted derivatives; Thiophenol ethers; Benzenoids; Sulfenyl compounds; Alkylarylthioethers; Hydrocarbon derivatives; Organic oxygen compounds; Aryl thioethers; Chemical entities
1225_mz3_iin_sirius_1451	C30H52O3	[M - H4O2 + H]+	Terpenoids	0.9981164932250977	Triterpenoids	0.9994179010391235	Dammarane and Protostane triterpenoids	0.38976216316223145	Triterpenoids	0.9983012676239014			Triterpenoids	0.9983012676239014	Prenol lipids	0.9795019030570984	Lipids and lipid-like molecules	0.9965811371803284	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Polyols; 3-hydroxysteroids; 12-hydroxysteroids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
802_mz3_iin_sirius_957	C18H28O2	[M + H]+	Fatty acids	0.9051146507263184	Fatty Acids and Conjugates	0.5570505857467651	Unsaturated fatty acids	0.3842806816101074	Long-chain fatty acids	0.5100840330123901	Long-chain fatty acids	0.5100840330123901	Fatty acids and conjugates	0.5180109739303589	Fatty Acyls	0.8806628584861755	Lipids and lipid-like molecules	0.9351148009300232	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
924_mz3_iin_sirius_1094	C29H42O	[M + H]+	Terpenoids	0.9987120628356934	Steroids	0.9656525254249573	Ergostane steroids	0.8798989057540894	Triterpenoids	0.7923036217689514			Triterpenoids	0.7923036217689514	Prenol lipids	0.6919678449630737	Lipids and lipid-like molecules	0.9979748129844666	Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Oxosteroids; Triterpenoids; Carbonyl compounds; 3-oxosteroids; Cyclic ketones; Ergostane steroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
736_mz3_iin_sirius_879	C29H48N3O6	[M + Na]+	Polyketides	0.7503571510314941	Oligopeptides	0.6657276749610901	Depsipeptides	0.21053966879844666	Peptides	0.5044795274734497	Peptides	0.5044795274734497	Amino acids, peptides, and analogues	0.9975070357322693	Carboxylic acids and derivatives	0.9982168078422546	Organic acids and derivatives	0.9989863038063049	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Phenols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Dialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
1111_mz3_iin_sirius_1322	C26H40O6	[M + H]+	Terpenoids	0.9883264899253845	Diterpenoids	0.249375119805336	Drimane sesquiterpenoids	0.2723242938518524	Hydroxysteroids	0.8611226081848145			Hydroxysteroids	0.8611226081848145	Steroids and steroid derivatives	0.741876482963562	Lipids and lipid-like molecules	0.9820646643638611	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1166_mz3_iin_sirius_1384	C31H58N3O8	[M + Na]+	Polyketides	0.8707271218299866	Oligopeptides	0.5715939998626709	Erythromycins	0.23379120230674744	Alpha amino acids and derivatives	0.5728811025619507	Amino acids and derivatives	0.9609146118164062	Amino acids, peptides, and analogues	0.9584463238716125	Carboxylic acids and derivatives	0.9897317290306091	Organic acids and derivatives	0.9996274709701538	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Alkanolamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
803_mz3_iin_sirius_958	C18H32O2	[M - H4O2 + H]+	Fatty acids	0.9936987161636353	Fatty Acids and Conjugates	0.7555497884750366	Unsaturated fatty acids	0.9207417964935303	Lineolic acids and derivatives	0.7008357048034668			Lineolic acids and derivatives	0.7008357048034668	Fatty Acyls	0.9756664037704468	Lipids and lipid-like molecules	0.9588451385498047	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
858_mz3_iin_sirius_1024	C29H44O2	[M + H]+	Terpenoids	0.9995526671409607	Triterpenoids	0.9850279092788696	Lanostane, Tirucallane and Euphane triterpenoids	0.7691980600357056	Triterpenoids	0.973520040512085			Triterpenoids	0.973520040512085	Prenol lipids	0.9584847688674927	Lipids and lipid-like molecules	0.9873396158218384	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1044_mz3_iin_sirius_1252	C26H52O3S	[M - H2O + H]+	Fatty acids	0.7511643767356873	Steroids	0.13659359514713287	Monoacylglycerols	0.08425546437501907	Lipids and lipid-like molecules	0.6865887641906738							Lipids and lipid-like molecules	0.6865887641906738	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Organooxygen compounds; Thioethers; Secondary alcohols; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
